math,0,1,2,3
111.0,43.0,50.0,39.0,15.0
98.0,32.0,49.0,45.0,17.0
94.0,34.0,49.0,44.0,16.0
91.0,39.0,40.0,48.0,18.0
128.0,45.0,37.0,35.0,13.0
93.0,31.0,49.0,46.0,18.0
112.0,49.0,42.0,39.0,16.0
118.0,55.0,42.0,37.0,17.0
119.0,47.0,37.0,35.0,15.0
141.0,40.0,50.0,51.0,21.0
103.0,40.0,44.0,45.0,14.0
107.0,36.0,43.0,40.0,16.0
131.0,37.0,41.0,42.0,15.0
90.0,39.0,48.0,49.0,18.0
92.0,0.0,0.0,0.0,0.0
112.0,44.0,51.0,33.0,17.0
101.0,43.0,44.0,39.0,17.0
121.0,56.0,42.0,38.0,16.0
102.0,40.0,46.0,43.0,16.0
104.0,58.0,39.0,39.0,20.0
100.0,39.0,48.0,40.0,16.0
125.0,44.0,35.0,29.0,14.0
100.0,1.0,0.0,-0.0,0.0
145.0,35.0,43.0,47.0,14.0
112.0,41.0,49.0,38.0,14.0
91.0,39.0,50.0,38.0,17.0
129.0,47.0,36.0,36.0,13.0
93.0,49.0,58.0,46.0,22.0
114.0,41.0,47.0,36.0,16.0
108.0,44.0,49.0,30.0,20.0
113.0,39.0,45.0,43.0,15.0
109.0,50.0,42.0,40.0,18.0
130.0,51.0,37.0,28.0,16.0
120.0,52.0,40.0,39.0,17.0
81.0,0.0,0.0,0.0,0.0
109.0,42.0,45.0,33.0,17.0
95.0,40.0,47.0,39.0,19.0
111.0,37.0,50.0,34.0,18.0
100.0,36.0,35.0,40.0,15.0
109.0,54.0,46.0,44.0,19.0
101.0,39.0,50.0,45.0,18.0
106.0,32.0,44.0,41.0,15.0
131.0,1.0,0.0,-0.0,0.0
104.0,33.0,41.0,44.0,14.0
131.0,50.0,42.0,39.0,17.0
111.0,0.0,0.0,0.0,0.0
141.0,0.0,0.0,0.0,0.0
107.0,3.0,4.0,0.0,2.0
118.0,46.0,40.0,38.0,15.0
115.0,55.0,42.0,40.0,17.0
116.0,58.0,44.0,35.0,20.0
109.0,47.0,56.0,42.0,17.0
100.0,0.0,0.0,0.0,0.0
130.0,0.0,0.0,0.0,0.0
145.0,15.0,14.0,13.0,6.0
117.0,49.0,39.0,39.0,16.0
92.0,41.0,42.0,46.0,20.0
109.0,35.0,44.0,41.0,15.0
113.0,62.0,40.0,32.0,19.0
103.0,38.0,46.0,39.0,17.0
130.0,50.0,39.0,30.0,16.0
100.0,37.0,47.0,45.0,17.0
132.0,0.0,0.0,0.0,0.0
113.0,54.0,39.0,38.0,18.0
109.0,34.0,38.0,32.0,17.0
121.0,40.0,44.0,33.0,20.0
120.0,39.0,49.0,36.0,15.0
75.0,6.0,9.0,3.0,2.0
108.0,39.0,45.0,44.0,15.0
129.0,0.0,0.0,0.0,0.0
115.0,42.0,47.0,34.0,15.0
98.0,38.0,45.0,46.0,16.0
97.0,47.0,40.0,38.0,16.0
101.0,38.0,46.0,39.0,18.0
119.0,54.0,42.0,40.0,17.0
120.0,39.0,45.0,36.0,18.0
111.0,49.0,42.0,38.0,15.0
97.0,47.0,38.0,32.0,15.0
121.0,36.0,38.0,29.0,18.0
94.0,42.0,49.0,40.0,20.0
115.0,0.0,0.0,0.0,0.0
121.0,40.0,44.0,28.0,15.0
119.0,51.0,37.0,36.0,16.0
105.0,39.0,45.0,45.0,16.0
120.0,54.0,38.0,37.0,16.0
107.0,42.0,43.0,38.0,18.0
118.0,48.0,42.0,35.0,17.0
129.0,1.0,1.0,0.0,1.0
102.0,38.0,45.0,40.0,19.0
114.0,39.0,54.0,38.0,16.0
74.0,0.0,0.0,0.0,0.0
98.0,44.0,50.0,47.0,19.0
106.0,53.0,46.0,41.0,20.0
109.0,53.0,44.0,41.0,18.0
84.0,33.0,49.0,46.0,18.0
121.0,56.0,39.0,34.0,18.0
138.0,23.0,23.0,20.0,8.0
145.0,43.0,47.0,39.0,22.0
78.0,54.0,43.0,43.0,17.0
106.0,43.0,53.0,40.0,19.0
109.0,55.0,46.0,43.0,18.0
116.0,55.0,39.0,32.0,17.0
108.0,32.0,42.0,39.0,15.0
99.0,39.0,46.0,44.0,16.0
100.0,36.0,32.0,34.0,16.0
98.0,39.0,42.0,44.0,15.0
80.0,7.0,10.0,6.0,4.0
77.0,1.0,2.0,2.0,1.0
103.0,44.0,53.0,44.0,19.0
99.0,41.0,43.0,42.0,19.0
102.0,37.0,47.0,47.0,15.0
118.0,53.0,42.0,38.0,17.0
135.0,0.0,0.0,0.0,0.0
82.0,35.0,37.0,38.0,20.0
112.0,52.0,44.0,38.0,18.0
93.0,44.0,49.0,49.0,17.0
127.0,34.0,40.0,31.0,16.0
102.0,42.0,43.0,37.0,19.0
97.0,39.0,41.0,46.0,16.0
109.0,42.0,53.0,44.0,25.0
118.0,35.0,42.0,36.0,15.0
124.0,40.0,47.0,46.0,16.0
80.0,47.0,34.0,35.0,15.0
84.0,13.0,16.0,10.0,7.0
116.0,51.0,42.0,41.0,16.0
123.0,7.0,6.0,7.0,3.0
136.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0
121.0,50.0,44.0,39.0,18.0
72.0,0.0,3.0,1.0,1.0
101.0,45.0,57.0,41.0,18.0
108.0,43.0,47.0,40.0,21.0
120.0,61.0,44.0,35.0,20.0
97.0,0.0,0.0,0.0,0.0
101.0,35.0,44.0,44.0,14.0
99.0,32.0,40.0,31.0,18.0
114.0,39.0,44.0,38.0,19.0
107.0,41.0,46.0,44.0,17.0
96.0,39.0,48.0,40.0,19.0
105.0,46.0,55.0,43.0,16.0
94.0,0.0,0.0,0.0,0.0
113.0,40.0,43.0,34.0,21.0
115.0,53.0,44.0,33.0,19.0
115.0,49.0,43.0,41.0,17.0
80.0,56.0,40.0,32.0,17.0
104.0,45.0,53.0,42.0,20.0
124.0,56.0,38.0,33.0,17.0
114.0,0.0,0.0,0.0,0.0
112.0,50.0,44.0,40.0,17.0
112.0,55.0,45.0,41.0,19.0
102.0,38.0,40.0,43.0,16.0
123.0,53.0,40.0,37.0,16.0
148.0,15.0,14.0,13.0,6.0
113.0,51.0,42.0,39.0,16.0
94.0,31.0,41.0,44.0,17.0
118.0,34.0,38.0,28.0,15.0
110.0,50.0,43.0,40.0,16.0
114.0,49.0,41.0,40.0,17.0
112.0,55.0,43.0,35.0,19.0
97.0,40.0,46.0,44.0,18.0
102.0,59.0,41.0,36.0,18.0
92.0,39.0,41.0,46.0,17.0
93.0,40.0,43.0,50.0,19.0
89.0,0.0,0.0,0.0,0.0
114.0,51.0,35.0,38.0,17.0
115.0,55.0,43.0,43.0,16.0
106.0,53.0,37.0,37.0,18.0
120.0,51.0,41.0,34.0,15.0
101.0,39.0,47.0,39.0,16.0
81.0,34.0,42.0,48.0,17.0
109.0,46.0,55.0,41.0,18.0
95.0,33.0,35.0,36.0,16.0
123.0,34.0,44.0,30.0,13.0
91.0,39.0,41.0,35.0,18.0
95.0,41.0,45.0,36.0,20.0
115.0,51.0,45.0,39.0,17.0
123.0,56.0,37.0,31.0,17.0
121.0,63.0,41.0,35.0,20.0
101.0,35.0,45.0,41.0,17.0
110.0,36.0,41.0,37.0,16.0
121.0,40.0,42.0,45.0,16.0
128.0,1.0,1.0,0.0,1.0
101.0,40.0,43.0,41.0,18.0
101.0,39.0,46.0,41.0,18.0
121.0,50.0,41.0,33.0,17.0
135.0,41.0,42.0,35.0,18.0
81.0,0.0,0.0,0.0,0.0
112.0,42.0,48.0,38.0,17.0
70.0,0.0,0.0,0.0,0.0
98.0,40.0,44.0,34.0,21.0
112.0,38.0,48.0,37.0,15.0
95.0,50.0,54.0,45.0,20.0
124.0,52.0,39.0,38.0,15.0
101.0,37.0,40.0,39.0,17.0
126.0,55.0,39.0,39.0,16.0
77.0,39.0,46.0,40.0,17.0
107.0,37.0,40.0,43.0,13.0
122.0,35.0,44.0,36.0,19.0
104.0,43.0,47.0,35.0,19.0
111.0,42.0,53.0,38.0,16.0
101.0,47.0,49.0,34.0,21.0
102.0,40.0,48.0,42.0,19.0
110.0,52.0,44.0,37.0,19.0
119.0,53.0,41.0,37.0,17.0
111.0,39.0,50.0,39.0,17.0
102.0,34.0,35.0,38.0,15.0
107.0,40.0,42.0,39.0,19.0
105.0,37.0,40.0,36.0,17.0
140.0,55.0,34.0,35.0,18.0
91.0,44.0,51.0,47.0,21.0
106.0,40.0,38.0,35.0,18.0
114.0,0.0,0.0,0.0,0.0
130.0,41.0,43.0,41.0,17.0
130.0,0.0,0.0,0.0,0.0
107.0,37.0,42.0,43.0,15.0
113.0,55.0,42.0,40.0,17.0
126.0,42.0,35.0,33.0,13.0
93.0,32.0,48.0,43.0,18.0
94.0,41.0,52.0,42.0,23.0
104.0,55.0,47.0,41.0,21.0
108.0,43.0,49.0,32.0,18.0
109.0,52.0,44.0,36.0,18.0
117.0,48.0,42.0,39.0,17.0
95.0,55.0,36.0,32.0,17.0
116.0,21.0,33.0,26.0,13.0
106.0,40.0,44.0,34.0,16.0
121.0,55.0,40.0,33.0,15.0
117.0,51.0,41.0,40.0,17.0
88.0,41.0,48.0,46.0,20.0
101.0,0.0,0.0,0.0,0.0
114.0,44.0,50.0,39.0,17.0
102.0,38.0,44.0,41.0,18.0
135.0,2.0,1.0,-0.0,1.0
109.0,0.0,0.0,0.0,0.0
107.0,38.0,42.0,36.0,14.0
98.0,40.0,43.0,42.0,18.0
111.0,54.0,39.0,40.0,19.0
105.0,54.0,45.0,45.0,20.0
145.0,35.0,37.0,32.0,15.0
120.0,57.0,42.0,40.0,18.0
102.0,39.0,40.0,43.0,16.0
104.0,39.0,51.0,36.0,18.0
95.0,31.0,29.0,25.0,15.0
115.0,37.0,37.0,33.0,16.0
72.0,48.0,39.0,37.0,15.0
121.0,58.0,38.0,35.0,16.0
119.0,52.0,37.0,33.0,17.0
81.0,0.0,0.0,0.0,0.0
113.0,53.0,46.0,38.0,17.0
136.0,12.0,13.0,11.0,6.0
107.0,52.0,43.0,42.0,18.0
121.0,39.0,46.0,30.0,16.0
109.0,50.0,44.0,38.0,18.0
115.0,38.0,45.0,37.0,14.0
99.0,61.0,53.0,42.0,25.0
116.0,47.0,40.0,38.0,15.0
117.0,49.0,36.0,37.0,16.0
85.0,39.0,46.0,33.0,15.0
101.0,32.0,42.0,45.0,16.0
85.0,37.0,42.0,44.0,19.0
122.0,48.0,37.0,32.0,17.0
104.0,0.0,0.0,0.0,0.0
113.0,53.0,40.0,42.0,18.0
93.0,20.0,17.0,13.0,7.0
123.0,51.0,38.0,33.0,16.0
121.0,38.0,42.0,29.0,16.0
121.0,49.0,38.0,35.0,15.0
128.0,44.0,35.0,34.0,12.0
87.0,38.0,47.0,48.0,19.0
118.0,56.0,40.0,38.0,16.0
113.0,38.0,41.0,34.0,16.0
106.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0
110.0,47.0,54.0,37.0,18.0
121.0,49.0,36.0,34.0,14.0
126.0,0.0,0.0,0.0,0.0
109.0,42.0,55.0,38.0,18.0
111.0,52.0,47.0,41.0,19.0
83.0,37.0,43.0,44.0,18.0
116.0,49.0,43.0,36.0,17.0
83.0,53.0,38.0,32.0,17.0
97.0,46.0,59.0,45.0,21.0
114.0,58.0,44.0,39.0,20.0
121.0,52.0,40.0,36.0,17.0
115.0,40.0,45.0,43.0,16.0
81.0,51.0,41.0,37.0,16.0
108.0,37.0,45.0,49.0,16.0
101.0,38.0,36.0,37.0,16.0
98.0,38.0,43.0,45.0,18.0
105.0,56.0,43.0,45.0,18.0
92.0,38.0,38.0,34.0,19.0
138.0,0.0,0.0,0.0,0.0
110.0,34.0,39.0,37.0,14.0
136.0,51.0,41.0,39.0,17.0
107.0,33.0,43.0,43.0,14.0
108.0,44.0,49.0,33.0,20.0
101.0,33.0,49.0,43.0,16.0
124.0,49.0,39.0,34.0,14.0
123.0,50.0,37.0,35.0,16.0
85.0,54.0,45.0,34.0,19.0
107.0,0.0,0.0,0.0,0.0
73.0,35.0,42.0,37.0,16.0
96.0,41.0,49.0,41.0,19.0
108.0,48.0,57.0,43.0,19.0
111.0,53.0,41.0,39.0,18.0
93.0,35.0,45.0,46.0,15.0
111.0,49.0,36.0,35.0,16.0
89.0,12.0,10.0,7.0,5.0
106.0,43.0,52.0,41.0,17.0
104.0,56.0,43.0,38.0,21.0
104.0,41.0,52.0,41.0,17.0
93.0,27.0,36.0,34.0,13.0
114.0,52.0,40.0,35.0,18.0
109.0,43.0,49.0,38.0,18.0
142.0,0.0,0.0,0.0,0.0
118.0,39.0,45.0,42.0,17.0
114.0,36.0,39.0,32.0,16.0
103.0,42.0,45.0,41.0,19.0
118.0,37.0,41.0,44.0,16.0
125.0,48.0,38.0,34.0,14.0
121.0,48.0,37.0,31.0,14.0
119.0,48.0,39.0,36.0,17.0
80.0,1.0,3.0,2.0,2.0
135.0,0.0,0.0,0.0,0.0
103.0,36.0,39.0,42.0,14.0
76.0,31.0,35.0,33.0,15.0
115.0,0.0,0.0,0.0,0.0
121.0,51.0,40.0,31.0,17.0
149.0,0.0,0.0,0.0,0.0
121.0,46.0,34.0,37.0,15.0
101.0,41.0,49.0,46.0,17.0
118.0,58.0,40.0,33.0,19.0
84.0,35.0,45.0,45.0,14.0
109.0,41.0,44.0,41.0,17.0
100.0,38.0,39.0,34.0,19.0
70.0,36.0,37.0,37.0,15.0
115.0,52.0,44.0,40.0,17.0
86.0,34.0,48.0,49.0,19.0
120.0,57.0,41.0,36.0,17.0
112.0,54.0,41.0,40.0,16.0
129.0,5.0,7.0,1.0,2.0
123.0,48.0,40.0,36.0,15.0
110.0,55.0,45.0,43.0,17.0
78.0,0.0,0.0,0.0,0.0
118.0,49.0,42.0,37.0,17.0
106.0,16.0,18.0,10.0,8.0
116.0,55.0,41.0,34.0,17.0
101.0,35.0,53.0,39.0,18.0
119.0,49.0,41.0,36.0,17.0
92.0,44.0,53.0,45.0,20.0
108.0,56.0,46.0,40.0,20.0
118.0,54.0,37.0,34.0,16.0
99.0,35.0,46.0,46.0,16.0
149.0,2.0,3.0,1.0,2.0
147.0,15.0,14.0,13.0,6.0
104.0,9.0,11.0,6.0,5.0
133.0,34.0,36.0,28.0,17.0
97.0,39.0,45.0,45.0,18.0
129.0,0.0,0.0,0.0,0.0
119.0,49.0,40.0,35.0,16.0
88.0,0.0,0.0,0.0,0.0
125.0,54.0,40.0,37.0,15.0
99.0,38.0,43.0,45.0,16.0
119.0,43.0,48.0,34.0,16.0
147.0,14.0,14.0,11.0,8.0
93.0,38.0,49.0,48.0,16.0
110.0,56.0,43.0,39.0,20.0
125.0,49.0,37.0,32.0,14.0
114.0,48.0,39.0,38.0,15.0
120.0,1.0,3.0,2.0,0.0
113.0,51.0,41.0,36.0,18.0
124.0,59.0,40.0,34.0,17.0
141.0,17.0,15.0,14.0,8.0
113.0,52.0,43.0,42.0,17.0
119.0,31.0,38.0,40.0,12.0
107.0,36.0,39.0,38.0,18.0
124.0,54.0,39.0,42.0,17.0
104.0,33.0,43.0,42.0,14.0
132.0,49.0,37.0,34.0,13.0
120.0,40.0,45.0,30.0,14.0
146.0,15.0,14.0,13.0,6.0
119.0,47.0,42.0,36.0,16.0
96.0,0.0,0.0,0.0,0.0
97.0,2.0,0.0,0.0,0.0
109.0,42.0,53.0,35.0,17.0
72.0,35.0,45.0,39.0,16.0
103.0,42.0,51.0,36.0,17.0
125.0,0.0,0.0,0.0,0.0
137.0,0.0,0.0,0.0,0.0
109.0,60.0,45.0,44.0,19.0
117.0,53.0,41.0,41.0,16.0
80.0,38.0,40.0,50.0,18.0
87.0,35.0,50.0,49.0,20.0
91.0,41.0,53.0,51.0,20.0
102.0,41.0,45.0,39.0,20.0
116.0,59.0,42.0,32.0,19.0
113.0,37.0,46.0,35.0,21.0
108.0,45.0,54.0,37.0,20.0
111.0,52.0,42.0,40.0,16.0
120.0,0.0,0.0,0.0,0.0
111.0,6.0,9.0,3.0,5.0
128.0,51.0,37.0,28.0,16.0
101.0,41.0,45.0,41.0,17.0
98.0,58.0,46.0,44.0,19.0
111.0,52.0,43.0,40.0,18.0
103.0,37.0,44.0,43.0,16.0
124.0,50.0,38.0,36.0,15.0
107.0,52.0,45.0,41.0,18.0
139.0,51.0,40.0,41.0,16.0
104.0,41.0,45.0,47.0,16.0
80.0,36.0,44.0,49.0,19.0
139.0,41.0,46.0,48.0,19.0
114.0,56.0,43.0,37.0,19.0
98.0,33.0,46.0,41.0,15.0
111.0,44.0,48.0,35.0,17.0
99.0,36.0,48.0,42.0,17.0
135.0,0.0,0.0,0.0,0.0
125.0,35.0,43.0,34.0,20.0
99.0,36.0,44.0,44.0,17.0
101.0,59.0,45.0,45.0,20.0
117.0,59.0,42.0,31.0,19.0
109.0,48.0,40.0,34.0,15.0
97.0,42.0,53.0,37.0,20.0
109.0,45.0,46.0,32.0,19.0
102.0,31.0,46.0,42.0,15.0
129.0,53.0,38.0,30.0,16.0
103.0,36.0,41.0,38.0,16.0
124.0,1.0,1.0,1.0,0.0
91.0,38.0,50.0,48.0,19.0
119.0,54.0,41.0,35.0,17.0
112.0,51.0,43.0,39.0,18.0
144.0,41.0,41.0,34.0,17.0
112.0,51.0,43.0,37.0,19.0
95.0,37.0,44.0,45.0,17.0
125.0,50.0,42.0,30.0,17.0
109.0,43.0,54.0,38.0,17.0
102.0,44.0,42.0,34.0,18.0
81.0,0.0,0.0,0.0,0.0
117.0,60.0,38.0,35.0,18.0
87.0,57.0,48.0,40.0,21.0
123.0,59.0,44.0,37.0,18.0
121.0,52.0,41.0,37.0,17.0
70.0,50.0,36.0,34.0,16.0
104.0,39.0,43.0,47.0,16.0
122.0,26.0,28.0,27.0,13.0
92.0,34.0,36.0,39.0,20.0
148.0,0.0,0.0,0.0,0.0
98.0,37.0,44.0,39.0,16.0
117.0,43.0,50.0,29.0,16.0
108.0,39.0,46.0,35.0,14.0
111.0,43.0,48.0,36.0,18.0
104.0,39.0,54.0,41.0,19.0
102.0,37.0,47.0,45.0,16.0
142.0,59.0,47.0,44.0,21.0
123.0,32.0,43.0,33.0,18.0
101.0,56.0,46.0,43.0,20.0
98.0,39.0,46.0,47.0,18.0
100.0,62.0,48.0,46.0,22.0
143.0,40.0,43.0,42.0,16.0
103.0,38.0,46.0,40.0,17.0
77.0,2.0,1.0,-0.0,1.0
87.0,16.0,15.0,11.0,7.0
83.0,41.0,41.0,47.0,20.0
93.0,42.0,45.0,44.0,19.0
129.0,42.0,35.0,33.0,12.0
110.0,42.0,50.0,38.0,15.0
96.0,35.0,43.0,46.0,15.0
111.0,51.0,42.0,40.0,17.0
108.0,49.0,43.0,41.0,17.0
130.0,38.0,43.0,46.0,17.0
92.0,38.0,46.0,48.0,17.0
106.0,55.0,47.0,45.0,19.0
105.0,45.0,53.0,42.0,17.0
107.0,54.0,46.0,42.0,19.0
105.0,40.0,43.0,40.0,18.0
101.0,36.0,46.0,45.0,16.0
119.0,49.0,40.0,37.0,16.0
106.0,39.0,44.0,40.0,17.0
110.0,50.0,42.0,41.0,18.0
118.0,35.0,44.0,29.0,18.0
108.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0
118.0,40.0,49.0,36.0,15.0
113.0,35.0,38.0,39.0,13.0
97.0,31.0,44.0,44.0,17.0
110.0,2.0,3.0,0.0,2.0
84.0,15.0,14.0,10.0,6.0
104.0,35.0,38.0,41.0,17.0
92.0,38.0,43.0,46.0,17.0
109.0,51.0,41.0,38.0,18.0
137.0,24.0,24.0,12.0,9.0
109.0,56.0,44.0,36.0,19.0
107.0,53.0,43.0,36.0,20.0
112.0,0.0,0.0,0.0,0.0
114.0,51.0,45.0,41.0,18.0
113.0,45.0,55.0,33.0,20.0
139.0,31.0,36.0,21.0,11.0
110.0,43.0,48.0,38.0,17.0
92.0,4.0,8.0,5.0,2.0
104.0,42.0,45.0,45.0,17.0
99.0,38.0,41.0,45.0,16.0
95.0,51.0,60.0,46.0,21.0
93.0,40.0,45.0,38.0,20.0
113.0,38.0,48.0,31.0,17.0
98.0,37.0,48.0,49.0,18.0
106.0,44.0,53.0,42.0,18.0
110.0,0.0,0.0,0.0,0.0
112.0,50.0,39.0,40.0,17.0
113.0,51.0,42.0,39.0,16.0
106.0,46.0,54.0,34.0,20.0
101.0,40.0,46.0,45.0,19.0
148.0,0.0,0.0,0.0,0.0
113.0,51.0,43.0,40.0,17.0
114.0,52.0,43.0,33.0,20.0
109.0,40.0,48.0,35.0,16.0
116.0,51.0,41.0,40.0,16.0
89.0,39.0,46.0,48.0,18.0
105.0,53.0,46.0,43.0,20.0
145.0,15.0,14.0,13.0,6.0
114.0,31.0,38.0,34.0,12.0
118.0,57.0,41.0,42.0,16.0
118.0,50.0,39.0,38.0,15.0
112.0,41.0,45.0,37.0,17.0
114.0,58.0,43.0,38.0,19.0
118.0,49.0,42.0,39.0,16.0
102.0,34.0,43.0,40.0,15.0
122.0,47.0,39.0,32.0,16.0
114.0,58.0,44.0,37.0,18.0
117.0,38.0,44.0,36.0,20.0
101.0,32.0,45.0,45.0,15.0
113.0,58.0,50.0,46.0,22.0
147.0,35.0,45.0,35.0,15.0
131.0,47.0,39.0,34.0,15.0
99.0,30.0,28.0,26.0,13.0
99.0,54.0,46.0,46.0,20.0
148.0,0.0,0.0,0.0,0.0
115.0,32.0,35.0,34.0,14.0
84.0,35.0,41.0,37.0,17.0
106.0,39.0,42.0,37.0,19.0
99.0,41.0,43.0,34.0,19.0
112.0,49.0,44.0,41.0,15.0
118.0,56.0,38.0,30.0,20.0
86.0,31.0,46.0,47.0,16.0
115.0,49.0,42.0,40.0,17.0
129.0,51.0,32.0,27.0,14.0
94.0,44.0,48.0,45.0,17.0
106.0,53.0,47.0,43.0,20.0
142.0,0.0,0.0,0.0,0.0
128.0,0.0,0.0,0.0,0.0
115.0,52.0,41.0,40.0,16.0
90.0,18.0,18.0,18.0,8.0
106.0,42.0,53.0,34.0,20.0
105.0,57.0,40.0,41.0,17.0
147.0,0.0,0.0,0.0,0.0
101.0,22.0,20.0,18.0,10.0
123.0,50.0,40.0,34.0,14.0
103.0,52.0,44.0,41.0,18.0
126.0,45.0,37.0,36.0,16.0
125.0,0.0,0.0,0.0,0.0
147.0,55.0,42.0,36.0,17.0
118.0,55.0,43.0,40.0,18.0
108.0,45.0,50.0,37.0,18.0
82.0,29.0,39.0,43.0,18.0
107.0,56.0,43.0,40.0,19.0
91.0,44.0,50.0,51.0,19.0
116.0,0.0,0.0,0.0,0.0
107.0,45.0,55.0,41.0,19.0
116.0,49.0,40.0,33.0,17.0
116.0,57.0,39.0,37.0,18.0
108.0,37.0,41.0,43.0,14.0
123.0,50.0,39.0,34.0,14.0
109.0,51.0,42.0,42.0,18.0
113.0,44.0,51.0,35.0,17.0
135.0,54.0,43.0,41.0,19.0
139.0,0.0,0.0,0.0,0.0
117.0,54.0,43.0,38.0,17.0
111.0,51.0,43.0,38.0,18.0
107.0,42.0,50.0,31.0,17.0
108.0,33.0,40.0,42.0,13.0
111.0,32.0,36.0,35.0,16.0
121.0,53.0,41.0,36.0,16.0
110.0,51.0,43.0,39.0,18.0
116.0,56.0,40.0,35.0,19.0
98.0,39.0,41.0,40.0,17.0
111.0,54.0,42.0,39.0,19.0
107.0,38.0,44.0,39.0,17.0
131.0,60.0,39.0,34.0,19.0
109.0,43.0,52.0,36.0,15.0
91.0,0.0,0.0,0.0,0.0
127.0,35.0,39.0,29.0,15.0
140.0,0.0,0.0,0.0,0.0
120.0,57.0,44.0,33.0,19.0
108.0,32.0,41.0,43.0,15.0
89.0,37.0,42.0,47.0,20.0
111.0,49.0,39.0,35.0,16.0
114.0,53.0,41.0,38.0,17.0
117.0,58.0,44.0,36.0,19.0
121.0,0.0,0.0,0.0,0.0
140.0,0.0,0.0,0.0,0.0
145.0,15.0,14.0,13.0,6.0
114.0,50.0,42.0,39.0,17.0
112.0,48.0,43.0,41.0,17.0
111.0,44.0,53.0,40.0,15.0
112.0,53.0,45.0,33.0,19.0
116.0,54.0,41.0,39.0,18.0
97.0,36.0,43.0,45.0,17.0
144.0,52.0,41.0,41.0,17.0
98.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0
104.0,40.0,49.0,38.0,17.0
114.0,0.0,0.0,0.0,0.0
120.0,54.0,37.0,38.0,13.0
117.0,54.0,41.0,35.0,18.0
120.0,48.0,41.0,35.0,15.0
124.0,53.0,38.0,34.0,17.0
106.0,35.0,44.0,42.0,15.0
147.0,15.0,14.0,13.0,6.0
95.0,41.0,46.0,42.0,20.0
98.0,0.0,0.0,0.0,0.0
117.0,55.0,44.0,36.0,19.0
139.0,1.0,0.0,-0.0,0.0
109.0,52.0,41.0,36.0,18.0
115.0,37.0,49.0,37.0,15.0
121.0,38.0,43.0,33.0,20.0
123.0,57.0,40.0,32.0,20.0
110.0,43.0,55.0,37.0,17.0
117.0,52.0,44.0,38.0,17.0
96.0,39.0,40.0,43.0,16.0
101.0,39.0,44.0,46.0,17.0
108.0,31.0,42.0,37.0,16.0
93.0,33.0,44.0,41.0,19.0
148.0,15.0,14.0,13.0,6.0
104.0,43.0,59.0,40.0,18.0
89.0,49.0,53.0,48.0,26.0
109.0,42.0,50.0,37.0,21.0
107.0,36.0,43.0,44.0,15.0
123.0,50.0,40.0,31.0,17.0
94.0,32.0,41.0,42.0,18.0
113.0,51.0,37.0,40.0,17.0
91.0,33.0,39.0,46.0,17.0
96.0,38.0,45.0,46.0,17.0
145.0,44.0,50.0,36.0,17.0
121.0,48.0,39.0,36.0,16.0
72.0,4.0,3.0,3.0,0.0
100.0,43.0,44.0,43.0,17.0
124.0,54.0,39.0,34.0,16.0
114.0,51.0,43.0,39.0,18.0
118.0,54.0,36.0,35.0,16.0
77.0,60.0,46.0,40.0,20.0
113.0,59.0,43.0,41.0,18.0
106.0,44.0,48.0,39.0,17.0
114.0,51.0,39.0,39.0,15.0
93.0,55.0,39.0,31.0,17.0
75.0,42.0,31.0,35.0,16.0
89.0,30.0,39.0,44.0,16.0
107.0,38.0,46.0,39.0,17.0
121.0,62.0,39.0,32.0,19.0
120.0,56.0,40.0,41.0,15.0
109.0,49.0,37.0,38.0,18.0
93.0,41.0,47.0,48.0,18.0
74.0,48.0,42.0,39.0,17.0
115.0,56.0,44.0,40.0,19.0
113.0,49.0,37.0,35.0,17.0
148.0,0.0,0.0,0.0,0.0
101.0,33.0,46.0,46.0,16.0
84.0,25.0,30.0,23.0,14.0
94.0,39.0,42.0,47.0,17.0
92.0,38.0,44.0,44.0,16.0
114.0,56.0,43.0,33.0,21.0
110.0,52.0,42.0,42.0,16.0
86.0,53.0,41.0,38.0,17.0
91.0,0.0,0.0,0.0,0.0
128.0,48.0,35.0,29.0,14.0
93.0,40.0,41.0,46.0,19.0
101.0,41.0,47.0,43.0,18.0
112.0,55.0,41.0,39.0,16.0
120.0,54.0,42.0,36.0,17.0
102.0,42.0,44.0,39.0,19.0
110.0,44.0,54.0,31.0,20.0
115.0,49.0,41.0,37.0,15.0
84.0,0.0,0.0,0.0,0.0
107.0,33.0,35.0,37.0,15.0
127.0,54.0,39.0,32.0,16.0
101.0,38.0,45.0,45.0,15.0
107.0,57.0,47.0,40.0,20.0
122.0,55.0,39.0,38.0,17.0
95.0,41.0,46.0,50.0,18.0
141.0,43.0,52.0,44.0,24.0
116.0,52.0,44.0,40.0,17.0
111.0,53.0,42.0,39.0,18.0
110.0,58.0,43.0,37.0,19.0
107.0,53.0,45.0,39.0,18.0
121.0,53.0,42.0,34.0,18.0
106.0,52.0,43.0,39.0,20.0
108.0,39.0,44.0,42.0,16.0
91.0,39.0,43.0,43.0,19.0
112.0,57.0,46.0,40.0,19.0
143.0,0.0,0.0,0.0,0.0
147.0,15.0,14.0,13.0,6.0
